county,id,okrug,okrug_id,year,vote_milosevic,vote_opposition,vote_srs,turnout,bombed,year00,employed_per_1000inh,pop_per_doctor,refugees_perc_pop,minorpc91,femalepc91,pop_chng_98_02,irp,urbanpc91,age20_34pc,illiterate_pc,allen_vincent_2011
POZEGA,100,ZLATIBORSKI,16,1996,64.51,42.39,9.94,72.6,1,0,223,670,0.035856811,0.023735779,0.505652407,-0.03024024,0.01006006,0.373415839,0.185736847,0.029542006,0
PRESEVO,101,PCINJSKI,24,1996,13.4,1.3,,67.01,1,0,85,1274,0.001874535,0.283415288,0.500965838,-0.23790393,0.000720524,0.118387976,0.220203988,0.060566124,0
PRIBOJ,102,ZLATIBORSKI,16,1996,47.28,21.13,9.12,65.67,1,0,281,506,0.02397708,0.348529944,0.49879002,-0.158531856,0.002382271,0.615754777,0.196003555,0.034927741,1
PRIJEPOLJE,103,ZLATIBORSKI,16,1996,35.51,11.46,11.3,69.47,1,0,228,606,0.025685116,0.467598066,0.499258463,-0.127372881,0.007542373,0.33603439,0.210279693,0.040400117,0
PROKUPLJE,104,TOPLICKI,21,1996,49.04,28.68,13.9,72.32,1,0,238,305,0.025637637,0.065396741,0.507243913,-0.070862069,0.084712644,0.534614004,0.187831179,0.06113276,0
RACA,105,SUMADIJSKI,12,1996,39.92,36.22,4.14,73.57,0,0,185,822,0.024250789,0.023790747,0.506374869,-0.106275862,0.043931034,0.179350683,0.177328498,0.025696427,0
RAKOVICA,106,BEOGRAD,0,1996,38.83,29.88,23.95,61.38,1,0,170,598,0.076591783,0.133030526,0.510427966,-0.006024096,0.02438755,1,0.219878788,0.007434343,0
RASKA,107,RASKI,18,1996,65.73,6.46,4.86,71.69,1,0,272,586,0.015932097,0.039273663,0.501884291,-0.053298246,0.060842105,0.326156745,0.193951299,0.055965309,1
RAZANJ,108,NISAVSKI,20,1996,74.55,7.85,,73.77,1,0,98,722,0.036371668,0.023413341,0.513179208,-0.09048,0.00312,0,0.149001671,0.064033776,0
REKOVAC,109,POMORAVSKI,13,1996,41.91,34.67,2.96,72.47,0,0,109,1080,0.010246573,0.017459291,0.500526747,-0.136878981,0.00433121,0,0.149361671,0.070253118,0
RUMA,110,SREMSKI,7,1996,48.98,22.16,18.73,68.9,1,0,230,717,0.287272859,0.215767786,0.513339266,0.083140794,0.003483755,0.519078147,0.198180182,0.03193014,0
SABAC,111,MACVANSKI,8,1996,44.13,27.13,16.85,62.92,1,0,229,363,0.141596499,0.051709495,0.510796984,-0.00168156,0.002721365,0.444380282,0.20569113,0.040384725,0
SAVSKI VENAC,112,BEOGRAD,0,1996,39.67,29.11,14.9,66.22,1,0,1469,170,0.132146303,0.192525481,0.535707568,-0.071943231,0.035938865,1,0.18934243,0.003387837,1
SECANJ,113,SREDNJOBANATSKI,2,1996,57.47,28.73,13.8,78.9,0,0,195,646,0.083902809,0.337672199,0.509444203,-0.074745763,0.003502825,0.192357794,0.169200708,0.035659767,0
SENTA,114,SEVERNOBANATSKI,3,1996,14.9,,,59.77,0,0,263,313,0.010459015,0.910872511,0.50863837,-0.090106762,0.000782918,0.793513401,0.188947121,0.014158323,0
SID,115,SREMSKI,7,1996,44.84,24.15,19.86,72.39,1,0,248,648,0.262494149,0.402951786,0.513325481,0.126387283,0.001734104,0.39099948,0.189207913,0.023811357,0
SJENICA,116,ZLATIBORSKI,16,1996,25.75,2.21,2.59,74.57,1,0,157,855,0.007808557,0.775956771,0.490424869,-0.196264368,0.004454023,0.428876815,0.21766178,0.06592778,1
SMEDEREVO,117,PODUNAVSKI,10,1996,48.3,38.85,10.9,61.16,1,0,245,420,0.045183667,0.066080248,0.503768768,-0.064659284,0.060962521,0.552844966,0.203316668,0.030052182,0
SMEDEREVSKA PALANKA,118,PODUNAVSKI,10,1996,48.23,46.08,0.34,67.78,0,0,209,349,0.032713717,0.038497543,0.506472818,-0.050661017,0.018661017,0.4216722,0.193658389,0.02794094,0
SOKOBANJA,119,ZAJECARSKI,15,1996,52.85,36.14,8.01,71.86,0,0,211,247,0.014397667,0.043193002,0.511893912,-0.098495146,0.01907767,0.384569814,0.165419202,0.033223844,0
SOMBOR,120,ZAPADNOBACKI,5,1996,41.91,28.07,18.37,64.78,1,0,287,337,0.169928724,0.491233547,0.519658351,0.016332288,0.002716823,0.510939846,0.19529523,0.023513566,0
SOPOT,121,BEOGRAD,0,1996,62.08,32.62,,61.15,1,0,163,505,0.07409753,0.03142203,0.507039509,0.02979798,0.037929293,0.083792079,0.178960275,0.025453654,0
SRBOBRAN,122,JUZNOBACKI,6,1996,39.06,24.21,12.5,70.04,1,0,206,713,0.076130147,0.380247625,0.52338775,0.069161677,0.002934132,0.740882251,0.187846542,0.023410809,1
SREMSKA MITROVICA,123,SREMSKI,7,1996,45.71,19.97,23.35,71.45,1,0,276,382,0.197836584,0.183351303,0.508023515,0.001188811,0.003228438,0.49814752,0.200379502,0.025179856,0
SREMSKI KARLOVCI,124,JUZNOBACKI,6,1996,49.84,36.35,2.61,64.42,0,0,100,NA,0.328245288,0.410273427,0.528521222,0.091234568,0.012839506,1.018383347,0.203416676,0.013576196,0
STARA PAZOVA,125,SREMSKI,7,1996,41.6,17.25,23.33,70.36,1,0,239,916,0.327503447,0.289329912,0.505926659,0.161099656,0.004450172,0.296940352,0.211051261,0.019681544,0
STARI GRAD,126,BEOGRAD,0,1996,32.7,30.25,8.77,63.61,0,0,1187,171,0.094531791,0.183017615,0.543420794,-0.167271364,0.017991004,1,0.196082315,0.003312749,0
SUBOTICA,127,SEVERNOBACKI,1,1996,18.49,2.66,11.21,58.85,1,0,318,386,0.081689187,0.851628204,0.520323959,-0.000666667,0.011050505,0.717134947,0.20171697,0.009413683,1
SURDULICA,128,PCINJSKI,24,1996,60.06,7.66,24.61,71.01,1,0,268,353,0.01859996,0.221585636,0.503693836,-0.09796748,0.012682927,0.481409713,0.200360523,0.077422262,0
SVILAJNAC,129,POMORAVSKI,13,1996,55.88,41.5,2.38,63.83,0,0,127,702,0.033256881,0.036576533,0.507926537,-0.219847095,0.014250765,0.287808088,0.181843126,0.037474031,0
SVRLJIG,130,NISAVSKI,20,1996,52.3,31.63,8.98,75.41,1,0,236,679,0.013982642,0.019238187,0.500289296,-0.090315789,0.003526316,0.357810993,0.142443879,0.051839852,0
TEMERIN,131,JUZNOBACKI,6,1996,18.94,12.86,27.54,77.34,0,0,191,918,0.250972373,0.47383616,0.50785109,0.100194553,0.002529183,0.899441789,0.212095491,0.020583554,0
TITEL,132,JUZNOBACKI,6,1996,44.39,27.03,22.33,70.49,0,0,153,959,0.124799605,0.176408928,0.499321909,0.059006211,0.001677019,0.370299593,0.201876833,0.038181818,0
TOPOLA,133,SUMADIJSKI,12,1996,53.24,40.76,,67.61,1,0,155,975,0.050799521,0.027738497,0.50831035,-0.063259259,0.015111111,0.166642474,0.1795034,0.027399968,0
TRGOVISTE,134,PCINJSKI,24,1996,73.44,,9.34,87.36,0,0,263,554,0.008116429,0.019871257,0.490064372,-0.115,0.010833333,0,0.179064658,0.10514752,0
TRSTENIK,135,RASINSKI,19,1996,41.27,28.92,14.32,68.94,1,0,292,684,0.021358409,0.031326882,0.507824157,-0.08159176,0.015037453,0.335547145,0.18143262,0.045062496,0
TUTIN,136,RASKI,18,1996,13.89,0.24,,69.21,1,0,62,1049,0.006554821,0.957812365,0.478473044,-0.209105263,0.012631579,0.255262626,0.242563386,0.056265389,0
UB,137,KOLUBARSKI,9,1996,60.44,36.05,1.12,61.94,1,0,129,989,0.0385049,0.023183881,0.494550921,-0.064023324,0.003119534,0.167577256,0.187079492,0.05503987,0
UZICE,138,ZLATIBORSKI,16,1996,40.94,40.75,9.62,64.14,1,0,352,337,0.049248697,0.033050059,0.50661118,-0.016327014,0.005260664,0.727145156,0.205812917,0.02404182,1
VALJEVO,139,KOLUBARSKI,9,1996,43.33,41.7,4.26,71.77,1,0,328,321,0.038798282,0.041333252,0.506341354,-0.014653768,0.00496945,0.602031676,0.194665206,0.033370883,0
VARVARIN,140,RASINSKI,19,1996,51.19,31.17,2.2,61.54,0,0,83,1013,0.017463583,0.019520591,0.504286435,-0.121310044,0.006419214,0,0.17697048,0.056256833,0
VELIKA PLANA,141,PODUNAVSKI,10,1996,51.02,47.01,1.03,62.87,1,0,156,810,0.025610948,0.03542522,0.507487781,-0.121146245,0.035612648,0.336207234,0.191162582,0.033753092,0
VELIKO GRADISTE,142,BRANICEVSKI,11,1996,60.9,29.69,7.15,59.62,0,0,90,975,0.034150291,0.027526312,0.511545555,-0.237675277,0.003321033,0.220324603,0.198509124,0.029962728,0
VLADICIN HAN,143,PCINJSKI,24,1996,66.21,12.22,9.3,73.14,1,0,232,602,0.013898238,0.071589784,0.501564047,-0.055657371,0.010398406,0.310235597,0.199299667,0.090537063,0
VLADIMIRCI,144,MACVANSKI,8,1996,51.47,29.7,8.46,67.91,1,0,98,1050,0.101907007,0.016027427,0.495178916,-0.098539823,0.005088496,0,0.172581358,0.067687626,0
VLASOTINCE,145,JABLANICKI,23,1996,57.35,26.9,0.76,70.98,0,0,233,684,0.015859134,0.013876742,0.496064369,-0.020235294,0.005647059,0.424231823,0.197976705,0.077509606,0
VOZDOVAC,146,BEOGRAD,0,1996,37.61,29.57,19.7,58.7,1,0,175,519,0.083097858,0.128978287,0.517652357,-0.044282116,0.041813602,0.918002751,0.206347847,0.008967635,1
VRACAR,147,BEOGRAD,0,1996,34.75,42.86,5.02,62.97,1,0,457,248,0.061997704,0.164796211,0.543455303,-0.118036254,0.008564955,1,0.186346042,0.003100058,0
VRANJE,148,PCINJSKI,24,1996,55.24,25.81,10.99,73.65,1,0,314,312,0.017718856,0.093414087,0.501872443,-0.015918828,0.062356257,0.66572274,0.21364907,0.052779305,1
VRBAS,149,JUZNOBACKI,6,1996,52.76,36.21,9.14,70.75,1,0,294,439,0.07710376,0.582049348,0.514941141,-0.028559322,0.004427966,0.557500755,0.208758615,0.018537905,1
VRNJACKA BANJA,150,RASKI,18,1996,51.75,35.89,5.33,72.52,1,0,232,291,0.053642512,0.061062802,0.513690407,-0.000301887,0.124981132,0.380000775,0.188547486,0.029820323,0
VRSAC,151,JUZNOBANATSKI,4,1996,44.61,36.81,8.4,59.22,1,0,257,330,0.069983513,0.344576492,0.517973884,-0.049493007,0.003933566,0.63290379,0.201272784,0.022384079,1
ZABALJ,152,JUZNOBACKI,6,1996,34.9,33.98,18.03,63.11,1,0,180,759,0.141850289,0.171436316,0.49692397,0.074726563,0.000976563,0.339175856,0.20266783,0.043906517,0
ZABARI,153,BRANICEVSKI,11,1996,58.87,40.47,,61.13,0,0,55,1016,0.030340621,0.023362795,0.506900295,-0.317591623,0.002303665,0,0.164799754,0.05616081,0
ZAGUBICA,154,BRANICEVSKI,11,1996,82.32,10.96,2.9,66.24,0,0,110,911,0.017663273,0.076672104,0.506553412,-0.133157895,0.000467836,0,0.160966066,0.090602442,0
ZAJECAR,155,ZAJECARSKI,15,1996,51.04,32.5,8.74,70.58,1,0,285,279,0.021466954,0.078047909,0.513609824,-0.056237482,0.008311874,0.543090924,0.176719368,0.026330549,0
ZEMUN,156,BEOGRAD,0,1996,38.3,24.75,29.67,62.7,1,0,302,311,0.141734364,0.194923277,0.508613415,0.058227499,0.034180011,0.888885845,0.216880169,0.014208563,0
ZITISTE,157,SREDNJOBANATSKI,2,1996,57.86,12.53,12.72,74.37,1,0,163,659,0.097628337,0.467794782,0.510726978,-0.059953917,0.000829493,0.134865968,0.175400755,0.03706064,0
ZITORADJA,158,TOPLICKI,21,1996,47.2,7.32,10.4,84.38,1,0,71,672,0.017395753,0.062164236,0.492438612,-0.056632124,0.017875648,0,0.184269786,0.10550887,0
ZRENJANIN,159,SREDNJOBANATSKI,2,1996,42.07,22.72,17.26,69.83,1,0,306,374,0.06818348,0.313164398,0.514059279,-0.018208178,0.005605948,0.594067797,0.202005286,0.018674603,0
ZVEZDARA,160,BEOGRAD,0,1996,35.75,28.31,19.09,61.05,1,0,261,258,0.127858887,0.138664465,0.501607497,-0.052707143,0.031085714,1,0.217831264,0.007291455,0
ADA,1,SEVERNOBANATSKI,3,2000,12.08,35.9,4,68.01,0,1,239,700,0.013583237,0.847856412,0.509403221,-0.073463415,0.001170732,0.91239177,0.187217016,0.011529957,0
ALEKSANDROVAC,2,RASINSKI,19,2000,42.43,44.46,2.38,79.48,0,1,175,770,0.004049134,0.016046967,0.494,-0.106717325,0.009148936,0.191541314,0.190309299,0.055837218,0
ALEKSINAC,3,NISAVSKI,20,2000,39.3,27.89,12.48,76.72,1,1,150,483,0.014563023,0.058846563,0.507522442,-0.051740558,0.017011494,0.292061556,0.182392769,0.055204419,0
ALIBUNAR,4,JUZNOBANATSKI,4,2000,36.91,38.52,9.43,69.69,0,1,194,634,0.039426679,0.467081213,0.510094162,-0.099843137,0.004196078,0.377551789,0.176831925,0.037335541,0
APATIN,5,ZAPADNOBACKI,5,2000,38.33,32.85,15.65,74.36,0,1,261,825,0.120988633,0.495863511,0.519291626,0.012746914,0.00308642,0.559548442,0.195014171,0.025843416,0
ARANDJELOVAC,6,SUMADIJSKI,12,2000,32.78,51.97,5.77,79.58,1,1,281,492,0.054333146,0.052396153,0.510248225,0.015379747,0.047637131,0.498760973,0.201271583,0.020611274,1
ARILJE,7,ZLATIBORSKI,16,2000,40.4,33.67,5.29,83.4,0,1,306,597,0.01379903,0.019326285,0.504604324,-0.020594059,0.003118812,0.299108682,0.194348969,0.035432673,0
BABUSNICA,8,PIROTSKI,22,2000,51.02,15.75,6.04,81.38,0,1,162,569,0.005783653,0.099518957,0.496456835,-0.106022727,0.001931818,0.220865877,0.143701538,0.096351849,0
BAC,9,JUZNOBACKI,6,2000,36.89,41.17,11.95,74.04,0,1,211,1018,0.069645931,0.629369819,0.510261031,-0.048654971,0.000350877,0.351491192,0.187607573,0.036083108,0
BACKA PALANKA,10,JUZNOBACKI,6,2000,41.48,30.79,14.26,81.91,1,1,264,676,0.119509235,0.276842016,0.512321131,0.035076401,0.002427844,0.455117093,0.202571925,0.027326707,0
BACKA TOPOLA,11,SEVERNOBACKI,1,2000,20.75,2.64,6.76,75.93,0,1,277,605,0.080298078,0.779532034,0.512313811,-0.021867008,0.002787724,0.412617642,0.185069944,0.021414564,0
BACKI PETROVAC,12,JUZNOBACKI,6,2000,23.67,34.82,7.5,73.53,0,1,210,918,0.041414073,0.790512067,0.509070005,-0.040457516,0.000457516,0.462187021,0.189837205,0.017573735,0
BAJINA BASTA,13,ZLATIBORSKI,16,2000,39.53,44.17,7.07,73.48,1,1,223,792,0.025247847,0.01731267,0.500084042,0.001752577,0.002783505,0.287592026,0.193543961,0.059757813,0
BARAJEVO,14,BEOGRAD,0,2000,38.95,40.14,7.33,75.76,1,1,142,688,0.169960635,0.058576246,0.49956114,0.135529954,0.050829493,0,0.196095938,0.025688892,0
BATOCINA,15,SUMADIJSKI,12,2000,41.31,18.27,3.37,83.45,0,1,199,782,0.011620295,0.029496991,0.505994158,-0.067175573,0.052671756,0.377305026,0.193698854,0.035351882,0
BECEJ,16,JUZNOBACKI,6,2000,20.95,46.12,11.66,71.28,0,1,285,633,0.053090004,0.665104838,0.512103105,-0.002749392,0.004793187,0.624112478,0.195257033,0.018396077,0
BELA CRKVA,17,JUZNOBANATSKI,4,2000,37.48,38.6,10.41,72.85,1,1,203,560,0.025482398,0.262411946,0.515174733,-0.125879828,0.00167382,0.49521134,0.201404232,0.027642755,0
BELA PALANKA,18,PIROTSKI,22,2000,50.75,30.51,15.15,85.39,0,1,248,527,0.013907239,0.071319998,0.496807928,-0.053881579,0.007236842,0.507508968,0.155482929,0.045059453,0
BEOCIN,19,JUZNOBACKI,6,2000,39.97,19.08,19.79,83.65,1,1,286,888,0.083240085,0.399649784,0.502860604,0.065298013,0.018013245,0.529918557,0.201168718,0.01952008,1
BLACE,20,TOPLICKI,21,2000,40.04,28.78,14.12,76.72,1,1,193,755,0.013082346,0.015978102,0.509071233,-0.064013605,0.065578231,0.332802852,0.158514427,0.094338251,1
BOGATIC,21,MACVANSKI,8,2000,45.85,18.98,4.64,81.86,1,1,87,1221,0.037859958,0.027614844,0.497764098,-0.023964497,0.001420118,0,0.191876326,0.057108215,0
BOJNIK,22,JABLANICKI,23,2000,54.15,5.64,3.93,84.03,0,1,161,710,0.005488642,0.075596634,0.496137398,-0.063,0.015928571,0,0.17022412,0.136758652,0
BOLJEVAC,23,ZAJECARSKI,15,2000,46.18,44.13,3.81,74.69,1,1,178,648,0.007445265,0.162505159,0.509157321,-0.133934426,0.004863388,0.284854409,0.152627926,0.043409679,0
BOR,24,BORSKI,14,2000,42.99,40.18,7.22,76.31,1,1,371,307,0.010373184,0.175442404,0.505809683,-0.068163606,0.006193656,0.676863672,0.19651719,0.027088521,0
BOSILEGRAD,25,PCINJSKI,24,2000,60.91,10.98,17.15,73.41,1,1,183,471,0.003222233,0.899948471,0.497436336,-0.105315315,0.006576577,0.208511366,0.184573558,0.072097473,1
BRUS,26,RASINSKI,19,2000,40.51,20.43,6.48,79.29,1,1,192,700,0.006661693,0.016220524,0.492671506,-0.102200957,0.008038278,0.213439476,0.184448945,0.079034321,0
BUJANOVAC,27,PCINJSKI,24,2000,43.34,6.2,15.53,49.52,1,1,110,1121,0.00351023,0.284284529,0.492896548,-0.206923077,0.086868132,0.182770052,0.222368482,0.082813727,0
CACAK,28,MORAVICKI,17,2000,23.4,61.37,4.74,82.71,1,1,281,398,0.027615484,0.0380539,0.508172337,-0.00109215,0.022329352,0.611643016,0.19529862,0.016647875,1
CAJETINA,29,ZLATIBORSKI,16,2000,40.98,49.73,1.77,80.02,1,1,287,421,0.022843614,0.01287822,0.501311516,-0.010886076,0.005506329,0.105171122,0.179101612,0.056053238,0
CICEVAC,30,RASINSKI,19,2000,47.67,17.49,6.91,87.8,1,1,242,682,0.018596002,0.037764736,0.514501999,-0.048230088,0.031150442,0.459130731,0.177405858,0.037284984,0
COKA,31,SEVERNOBANATSKI,3,2000,22.64,47.42,19.96,81.2,0,1,269,1057,0.053065356,0.672320084,0.511694949,-0.032727273,0.001678322,0.343575968,0.175607287,0.012145749,0
CRNA TRAVA,32,JABLANICKI,23,2000,66.08,,2.99,74.79,0,1,340,700,0.013655872,0.016363157,0.483854434,-0.1990625,0.001875,0,0.123683184,0.104955131,0
CUKARICA,33,BEOGRAD,0,2000,26.34,53.71,10.47,70.37,1,1,195,532,0.061142498,0.12881551,0.510830243,0.045334988,0.030700993,0.842502015,0.216144041,0.009839295,0
CUPRIJA,34,POMORAVSKI,13,2000,30.61,43.35,6.08,71.54,1,1,254,177,0.019155718,0.073037913,0.511433654,-0.123577023,0.020678851,0.550852046,0.18351357,0.049602288,0
DESPOTOVAC,35,POMORAVSKI,13,2000,40.28,26.47,7.33,68.4,1,1,167,686,0.022217016,0.058755794,0.504490974,-0.233203593,0.007095808,0.202108549,0.175471477,0.062668385,0
DIMITROVGRAD,36,PIROTSKI,22,2000,42.46,37.33,11.36,87.91,1,1,320,496,0.004426285,0.774466192,0.497330961,-0.067619048,0.005873016,0.539442467,0.179860402,0.029962547,1
DOLJEVAC,37,NISAVSKI,20,2000,11.79,11.79,11.21,86.95,1,1,70,739,0.007975052,0.049075598,0.482441793,-0.050436893,0.007864078,0,0.190225449,0.072031082,0
GADZIN HAN,38,NISAVSKI,20,2000,52.55,0.86,10.9,80.24,1,1,203,513,0.011085627,0.026481909,0.49060816,-0.113220339,0.000847458,0,0.125,0.123566514,1
GOLUBAC,39,BRANICEVSKI,11,2000,54.39,7.81,15.52,72.27,0,1,109,1033,0.016039544,0.068328938,0.508591065,-0.194065041,0.002520325,0,0.181882377,0.054877434,0
GORNJI MILANOVAC,40,MORAVICKI,17,2000,35.11,59.52,3.62,87.31,1,1,324,390,0.024054911,0.030566814,0.506866267,-0.025746421,0.024621677,0.447744511,0.191998489,0.024873533,1
GROCKA,41,BEOGRAD,0,2000,35.06,38.55,9.3,71,1,1,94,852,0.080460075,0.06914526,0.496710526,0.051058496,0.061016713,0.109773615,0.219913603,0.025892455,1
INDJIJA,42,SREMSKI,7,2000,36.03,34.32,19.38,75.64,1,1,218,754,0.192767441,0.281204029,0.511348192,0.087916667,0.004342105,0.522356619,0.199157411,0.024975307,0
IRIG,43,SREMSKI,7,2000,41.17,22.1,32.56,80.81,1,1,231,719,0.22159137,0.264705882,0.519151847,0.100803571,0.005982143,0.377393981,0.173980047,0.022386244,1
IVANJICA,44,MORAVICKI,17,2000,38.19,46.42,8.4,75.55,1,1,323,691,0.010410495,0.015673554,0.5042136,-0.031557377,0.000846995,0.308524545,0.199605022,0.047002398,1
JAGODINA,45,POMORAVSKI,13,2000,31.79,43.56,6.92,76.64,1,1,280,390,0.030341073,0.062631787,0.508710306,-0.074490862,0.067780679,0.485039451,0.194064378,0.032090163,1
KANJIZA,46,SEVERNOBANATSKI,3,2000,2.82,7.09,2.55,75.8,1,1,211,564,0.007379135,0.937817921,0.504137886,-0.064285714,0.001394558,0.376026326,0.187168302,0.010577972,0
KIKINDA,47,SEVERNOBANATSKI,3,2000,33.87,40.78,16.54,81.37,1,1,313,380,0.065311483,0.273547166,0.510464933,-0.045555556,0.001467236,0.617581661,0.196337423,0.023073938,0
KLADOVO ,48,BORSKI,14,2000,56.72,24.45,13.88,69.52,0,1,138,503,8.47E-05,0.117562184,0.504563847,-0.252753165,0.002943038,0.350773188,0.182272477,0.081057045,0
KNIC,49,SUMADIJSKI,12,2000,44.99,46.1,5.34,82.97,1,1,100,937,0.020497894,0.028305918,0.505132043,-0.066589595,0.022485549,0,0.154756007,0.044587565,0
KNJAZEVAC,50,ZAJECARSKI,15,2000,47.7,44.32,6.6,82.08,1,1,291,368,0.011164317,0.04621219,0.51143026,-0.07990099,0.007054455,0.447779848,0.156569461,0.042801033,1
KOCELJEVA,51,MACVANSKI,8,2000,45.67,38.88,9.13,77.79,0,1,130,884,0.012790995,0.035982185,0.49718706,-0.058072289,0.000240964,0,0.187132259,0.06593758,0
KOSJERIC,52,ZLATIBORSKI,16,2000,35.22,55.39,6.1,85.47,0,1,184,1007,0.013356189,0.017444114,0.50536245,-0.053986486,0.002837838,0.245122109,0.176630241,0.058924363,0
KOVACICA,53,JUZNOBANATSKI,4,2000,27.4,56.05,7.89,72.29,1,1,166,800,0.02592327,0.694706095,0.505543892,-0.044863014,0.003527397,0.243603202,0.19261384,0.017533166,0
KOVIN,54,JUZNOBANATSKI,4,2000,37.9,43.27,8.13,75.45,1,1,207,453,0.070947231,0.264668217,0.50093985,-0.008032345,0.008787062,0.356855681,0.193386229,0.038747894,0
KRAGUJEVAC,55,SUMADIJSKI,12,2000,33.57,34.33,5.25,80.79,1,1,348,295,0.012639219,0.058894738,0.508887473,-0.034054945,0.060697802,0.815935968,0.205879342,0.01924324,1
KRALJEVO,56,RASKI,18,2000,35.4,45.86,4.49,78.66,1,1,248,354,0.018873195,0.051370734,0.505732231,-0.032535771,0.145461049,0.500079504,0.200095311,0.027796265,0
KRUPANJ,57,MACVANSKI,8,2000,46.53,42.8,7.23,79.96,0,1,147,1158,0.006091521,0.031628502,0.491064491,-0.082181818,0.000863636,0.219159925,0.198791601,0.070176307,0
KRUSEVAC,58,RASINSKI,19,2000,33.08,49.28,4.56,80.23,1,1,284,368,0.011905487,0.050459413,0.51078132,-0.036891496,0.054765396,0.425522062,0.201647281,0.03920285,1
KUCEVO,59,BRANICEVSKI,11,2000,54.92,26.02,10.43,67.36,0,1,111,1109,0.023979158,0.06218566,0.508830754,-0.259527559,0.002007874,0.188935241,0.167535091,0.077201191,0
KULA,60,ZAPADNOBACKI,5,2000,33.06,40.81,10.8,75.45,1,1,248,701,0.066469506,0.557664618,0.513540358,-0.000971074,0.004524793,0.602424292,0.201786859,0.020908734,1
KURSUMLIJA,61,TOPLICKI,21,2000,42.82,14.89,8.82,79.35,1,1,227,527,0.011153277,0.047647308,0.501803063,-0.056419214,0.253275109,0.539221925,0.180997779,0.081312477,0
LAJKOVAC,62,KOLUBARSKI,9,2000,46.78,36.03,6.39,86.94,0,1,207,681,0.031180401,0.040415444,0.501409562,-0.025028571,0.004971429,0.193279206,0.186906576,0.038916891,0
LAPOVO,63,SUMADIJSKI,12,2000,40.85,48.53,8.56,80.65,0,1,253,588,0.021390374,0.033438819,0.50108692,-0.115268817,0.069677419,0.497163819,0.186922703,0.019202722,0
LAZAREVAC,64,BEOGRAD,0,2000,39.42,39.37,3.67,83.31,1,1,378,500,0.025345662,0.041727523,0.498300576,-0.024816667,0.033683333,0.352002364,0.199347131,0.026747107,0
LEBANE,65,JABLANICKI,23,2000,46.89,19.41,7.93,77.96,1,1,199,727,0.003812505,0.054787941,0.49,-0.070223881,0.010597015,0.352002364,0.187936431,0.097840918,0
LESKOVAC,66,JABLANICKI,23,2000,39.79,31.82,8.63,81.53,1,1,245,314,0.005555129,0.066610695,0.5,-0.03904059,0.030885609,0.419641204,0.200144638,0.065951156,0
LJIG,67,KOLUBARSKI,9,2000,40.52,35.22,4.72,86.53,0,1,192,775,0.03486226,0.021870287,0.493556631,-0.037565789,0.008157895,0.189416792,0.173559368,0.031649463,0
LJUBOVIJA,68,MACVANSKI,8,2000,43.21,37.03,8.16,81.92,1,1,163,763,0.035010556,0.014246099,0.500627338,-0.063076923,0.001098901,0.280414388,0.19358433,0.077879428,1
LOZNICA,69,MACVANSKI,8,2000,38.57,37.2,12.48,70.87,1,1,288,468,0.125131635,0.044443165,0.501932492,-0.009025229,0.004816514,0.226598447,0.203059725,0.041058637,1
LUCANI,70,MORAVICKI,17,2000,36.26,41.08,6.33,80.04,1,1,280,619,0.01137564,0.025140796,0.500328731,-0.056934866,0.002528736,0.55146468,0.171244007,0.046599496,0
MAJDANPEK,71,BORSKI,14,2000,43.3,27.21,8.51,74.43,0,1,363,443,0.010125301,0.084228212,0.514156522,-0.122111111,0.000666667,0.55146468,0.195249546,0.053537527,0
MALI IDJOS,72,SEVERNOBACKI,1,2000,25.83,12.05,4.9,76.74,1,1,199,742,0.045131169,0.886480478,0.495402381,-0.029208633,0.006043165,0.308004847,0.190306803,0.017415147,0
MALI ZVORNIK,73,MACVANSKI,8,2000,42.28,32.79,15.41,71.83,0,1,200,1200,0.274225632,0.136075273,0.495,-0.035890411,0.001575342,0.308004847,0.194373402,0.049161694,1
MALO CRNICE,74,BRANICEVSKI,11,2000,50.36,20.58,11.41,62.73,1,1,39,1320,0.02663683,0.042126379,0.506118355,-0.293214286,0.001326531,0,0.192593662,0.03869198,0
MEDVEDJA,75,JABLANICKI,23,2000,68.54,,7.32,51.8,0,1,139,574,0.006598513,0.387043686,0.501423648,-0.190977444,0.053759398,0.268769669,0.176301115,0.08605948,0
MEROSINA,76,NISAVSKI,20,2000,50.59,24.75,8.79,82.57,1,1,61,781,0.002430462,0.031572556,0.490771099,-0.08,0.011180124,0,0.174858223,0.104307318,0
MIONICA,77,KOLUBARSKI,9,2000,47.87,49.31,2.82,90.13,1,1,144,1000,0.050384546,0.026197605,0.499251497,-0.011197605,0.005149701,0.096672041,0.173317992,0.058681039,0
MLADENOVAC,78,BEOGRAD,0,2000,35.03,41.03,6.78,75.75,1,1,222,507,0.057420461,0.039351647,0.50598521,-0.067673179,0.084902309,0.413183422,0.194322728,0.024137931,0
NEGOTIN ,79,BORSKI,14,2000,58.87,27.6,6.74,66.68,1,1,157,470,0.0119766,0.044560856,0.515768792,-0.251413793,0.008931034,0.291445557,0.173729789,0.053641347,0
NIS,80,NISAVSKI,20,2000,24.3,51.95,6.62,79.54,1,1,346,175,0.007831773,0.075497972,0.505306172,-0.003904573,0.0372167,0.722935706,0.205865447,0.019084457,0
